"","address","zip","year_built","BEPS_score","meets_beps","latitude","longitude","owner","property_name"
"833","1414 V STREET NW",20009,1985,"71","No",38.90333491,-77.02629932,"DISTRICT OF COLUMBIA","Franklin D. Reeves Municipal Center"
"834","2001 15TH STREET NW",20009,1978,"66","Yes",38.85185002,-76.98340631,"PAUL LAURENCE DUNBAR APARTMENTS LP","Paul Lawrence Dunbar"
"835","2011 15TH STREET NW",20009,2016,"66","Yes",38.90167083,-77.03548275,"BMIRF BERKSHIRE15 LLC","Berkshire 15 (bh20)"
"836","1420 U STREET NW",20009,1910,"21.2","Yes",38.90303073,-77.03386779,"STORAGE PORTFOLIO LLC","0776-Washington - U Street, NW"
"837","1914 14TH STREET NW",20009,2013,"66","No",38.90700242,-77.00769615,"THE LOUIS DC RESIDENTIAL LLC","The Louis"
"838","1401 S ST NW",20009,1924,"66","No",38.92806632,-77.05289866,"DISTRICT APARTMENT REALTY HOLDING COMPANY LLC","District"
"839","1715 15TH STREET NW",20009,1929,"66","Yes",38.97565804,-77.01909743,"BISHOPS GATE CONDOMINIUM","Bishop's Gate - 1715 15th St. NW"
"840","1425 P STREET NW",20005,2002,"66","No",38.90214102,-77.04077862,"1425 P STREET LLC","The Hudson"
"841","1443 P STREET NW",20005,2004,"66","Yes",38.90455612,-77.04385973,"METRO MARKET LLC","The DeSoto"
"842","1444 CHURCH STREET NW",20005,2004,"66","No",38.92508836,-77.03961684,"THE METRO CONDOMINIUM","Metro Condominium"
"843","1401 CHURCH STREET NW",20005,2005,"66","Yes",38.90588677,-77.0080637,"1401 CHURCH ST CONDOMINIUM","Lofts at 1401 Churchstreet Condominium"
"844","1515 15TH STREET NW",20005,2009,"66","No",38.90700673,-77.04810068,"METROPOLE CONDOMINIUM","Metropole Condominium"
"845","1415 RHODE ISLAND AVENUE NW",20005,1966,"66","Yes",38.94107967,-77.0020022,"DAVID HORNSTEIN CO TRUSTEE","Newport West Apartments"
"846","1325 15TH STREET NW",20005,1980,"66","Yes",38.82390145,-77.00321338,"RHODE ISLAND 15 LP","Latrobe (lt14)"
"847","1440 P STREET NW",20005,1999,"64","No",38.86599401,-76.9785462,"S J GERSTENFELD","1440 P Street"
"848","1401 N STREET NW",20005,1965,"66","Yes",38.87244492,-77.0144677,"ELAINE GELMAN MILLER TRUSTEE","The Seville Apartments"
"849","1444 RHODE ISLAND AVENUE NW",20005,1965,"66","Yes",38.93015712,-77.0361083,"WINDSOR ASSOCIATES IV LP","Windsor House"
"850","1430 RHODE ISLAND AVENUE NW",20005,1965,"54","Yes",38.92390793,-76.99749994,"LHO WASHINGTON HOTEL FOUR LLC","A0000035 - VICEROY_DC_LASALLEWASHFOUR"
"851","1425 N STREET NW",20005,NA,"66","Yes",38.92929581,-77.07349509,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","James Apartments"
"852","1421 MASSACHUSETTS AVENUE NW",20005,1936,"66","Yes",38.90411527,-77.04616304,"DARO REALTY LLC","The Heatherington"
"853","1499 MASSACHUSETTS AVENUE NW",20005,2002,"66","Yes",38.89372713,-76.92339159,"POST 1499 MASSACHUSETTS LLC","Post Massachusetts Avenue"
"854","1475 MASSACHUSETTS AVENUE NW",20005,2001,"54","No",38.92255829,-76.99449502,"RLJ III HS WASHINGTON DC LLC","Washington DC Downtown HWS"
"855","1420 N STREET NW",20005,1964,"66","Yes",38.90210243,-77.05356939,"TOWNE TERRACE EAST CONDO","Towne Terrace East, A Condominium"
"856","1440 N STREET NW",20005,1964,"66","No",38.85503319,-76.98713018,"TOWNE TERRACE WEST CONDO","Towne Terrace West Condominium"
"857","1200 14TH ST NW",20005,2005,"66","No",38.8933335,-77.0125265,"ANDOVER HOUSE CONDOMINIUM","Andover House"
"858","1201 15TH STREET NW",20005,1973,"71","Yes",38.88084686,-77.01656328,"NATIONAL HOUSING CENTER CORPORATION","The National Housing Center Corporation"
"859","1133 15TH STREET NW",20005,1969,"71","No",38.93604018,-77.07354795,"DWF V 1133 15TH LLC","1133 15th Street"
"860","1129 15TH STREET NW",20005,1970,"153.7","Yes",38.89543266,-77.02158076,"1125 15TH STREET LLC","1125 15th Street"
"861","1110 VERMONT AVENUE NW",20005,1980,"71","Yes",38.89583734,-77.02931735,"EPIC VERMONT LLC","1110 Vermont Avenue, NW"
"862","1120 VERMONT AVENUE NW",20005,1981,"71","Yes",38.90348669,-77.0177417,"1120 VERMONT AVE ASSOCIATES LLP","1120 Vermont Avenue NW"
"863","1 THOMAS CIRCLE NW",20005,1981,"71","Yes",38.90164936,-77.04629552,"BAEV-LASALLE  ONE THOMAS CIRCLE LLC","BAEV-LaSalle One Thomas Circle LLC"
"864","1400 M STREET NW",20005,1982,"54","No",38.90749103,-77.00777288,"DIAMONDROCK DC M STREET OWNER LLC","Westin DC"
"865","15TH ST NW",20005,1962,"71","No",38.91855767,-77.02739268,"SIDRA MADISON LLC","Madison Office Building"
"866","1103 15TH STREET NW",20005,1973,"71","No",38.93439302,-77.02430056,"1101 FIFTEENTH LLC","1101 15th Street"
"867","1101 VERMONT AVENUE NW",20005,1981,"71","No",38.90113206,-77.0389938,"1101 VERMONT AVE INVESTORS LLC","1101 Vermont"
"868","1006 VERMONT AVENUE NW",20005,1926,"71","No",38.91216063,-77.02346881,"1010 VERMONT AVENUE SPE LLC","1010 Vermont Avenue SPE LLC"
"869","1301 MASSACHUSETTS AVENUE NW",20005,1923,"66","Yes",38.89965189,-77.0554969,"BELVEDERE, LLC","Belvedere"
"870","1101 14TH STREET NW",20005,1981,"71","Yes",38.90410535,-77.05121659,"THE REALTY ASSOCIATES FUND XI PORTFOLIO L.P","1101 14th street"
"871","1111 14TH STREET NW",20005,1983,"71","No",38.89636389,-77.02501385,"AMERICAN DENTAL ASSOCIATION","American Dental Association"
"872","1313 L STREET NW",20005,1984,"71","No",38.86194613,-77.00031372,"NATIONAL ASSOCIATION FOR THE EDUCATION OF YOUNG CHILDREN","MQMF 1313 L STREET, LLC"
"873","1335 L STREET NW",20005,2008,"71","Yes",38.89699679,-77.02246529,"MANGER 8-10-34 TRUST PARTNERS LLC","The CoStar Group Building"
"874","1100 13TH STREET NW",20005,2004,"71","No",38.91101644,-77.05303833,"1100 13TH STREET  LLC","1100 13th Street"
"875","1121 14TH STREET NW",20005,2006,"71","Yes",38.90757387,-77.0314279,"SOCIETY OF NEUROSCIENCE","1121 Fourteenth Street NW (Neuroscience)"
"876","1311 L STREET NW",20005,2012,"180.6","Yes",38.9394607,-76.99599456,"NEW YORK UNIVERSITY","New York University Washington DC"
"877","1312 MASSACHUSETTS AVENUE NW",20005,1949,"66","Yes",38.86435762,-76.95560702,"THE MIDTOWN CONDO","The Midtown Condominium"
"878","1330 MASSACHUSETTS AVENUE NW",20005,1963,"50","No",38.89681736,-77.01110079,"1330 MASS AVE CONDOMINIUM","600-The Residences at Thomas Circle"
"879","1133 14TH STREET NW",20005,2006,"66","Yes",38.91876785,-77.03692863,"THE ALTA CONDOMINIUM","The Alta Condominium"
"880","1310 L STREET NW",20005,1969,"71","Yes",38.90444361,-77.00750888,"THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION","1310 L Street"
"881","1300 L STREET NW",20005,1986,"71","No",38.89932057,-77.0277543,"AMERICAN POSTAL WORKERS UNION HOLDING CORPORATION","1300 L Street"
"882","1099 14TH STREET NW",20005,1991,"71","Yes",38.90213149,-77.02930691,"FRANKLIN COURT INC","Franklin Court"
"883","1001 14TH STREET NW",20005,1921,"54","No",38.94853691,-77.0805525,"EOS DCH OWNER LLC","Copy of Hamilton Hotel DC"
"884","1018 13TH STREET NW",20005,1932,"185.5","No",38.95868106,-77.06102985,"DISTRICT OF COLUMBIA","Engine Company 16"
"885","1301 K STREET NW",20005,1990,"71","No",38.92028817,-77.03167359,"1301 K STREET LP","One Franklin Square 2"
"886","1333 H STREET NW",20005,1913,"71","Yes",38.87585242,-77.02060127,"FHF I 1333 H STREET LLC","1333 H St NW"
"887","1301 NEW YORK AVENUE NW",20530,1982,"71","No",38.90344274,-77.00622309,"1301 NEW YORK OWNER LLC","1301 New York Ave"
"888","1331 H STREET NW",20005,1964,"71","No",38.90350152,-77.06040573,"RUTHENIUM LLC","Ruthenium"
"889","1350 I ST NW",20005,1989,"71","Yes",38.90416565,-77.04104126,"1350 EYE CO-TENANT LLC","1350 I Street NW"
"890","815 14TH ST NW",20005,1999,"54","No",38.90108652,-77.03750143,"WOODBINE LEGACY/815 14TH DC OWNER LLC","Hilton Garden Inn Washington DC Downtown"
"891","1399 NEW YORK AVENUE NW",20005,2001,"71","No",38.82679013,-77.00824029,"1399 EXECUTIVE TOWER LLC","1399 New York Ave NW"
"892","1343 G STREET NW",20005,1903,"71","No",38.91928547,-76.97552673,"UNIZO REAL ESTATE DC EIGHT LLC","The Colorado Building"
"893","703 14TH STREET NW",20005,1927,"71","Yes",38.90823686,-76.94048721,"717 14TH STREET LLC","717 14th Street"
"894","1331 F STREET NW",20004,1989,"71","No",38.94412779,-77.06440731,"EJC 1331 F STREET LLC","1331 F Street, NW"
"895","607 14TH STREET NW",20005,2001,"71","No",38.90652957,-77.05104943,"REEP-OFC WESTORY DC LLC","The Westory"
"896","1330 G STREET NW",20005,2003,"71","No",38.89956803,-77.02910815,"HENRY J KAISER FAMILY FOUNDATION","The Henry J Kaiser Family Foundation"
"897","1319 F STREET NW",20004,1912,"71","No",38.89813191,-77.04818877,"M AND M STREET DC LLC","International Office Building - 1319 F Street"
"898","1304 G STREET NW",20005,1991,"71","Yes",38.9205865,-77.02164926,"GAEDEKE HOLDINGS III LTD","1310 G Street"
"899","600 13TH STREET NW",20005,1998,"71","No",38.89544334,-77.01755999,"UNION INVESTMENT REAL ESTATE GMBH","600 Thirteenth St"
"900","529 14TH STREET NW",20045,1928,"71","No",38.93603264,-77.07848808,"WILSON NPB LLC","CXP - National Press Building"
"901","527 14TH STREET NW",20004,1984,"54","Yes",38.85138236,-76.98384201,"JWDC LP","33769-JW on Pennsylvania Avenue"
"902","1321 PENNSYLVANIA AVENUE NW",20004,1865,"240.2","Yes",38.90336115,-77.02669857,"NATIONAL PLACE LAND COMPANY LLC","National Theatre"
"903","1331 PENNSYLVANIA AVE NW",20004,1983,"71","Yes",38.93767891,-76.99571383,"NATIONAL PLACE LAND COMPANY LLC","National Place"
"904","1350 PENNSYLVANIA AVENUE NW",20004,1937,"71","No",38.92161038,-77.04376851,"DISTRICT OF COLUMBIA","John A. Wilson Building"
"905","1201 MARYLAND AVENUE SW",20024,2006,"71","Yes",38.9230469,-77.01068315,"PARCEL 47D LLC","PORTALS III-1201 Maryland Avenue"
"906","2020 12TH STREET NW",20009,2005,"66","Yes",38.86913153,-76.97860149,"2020 LOFTS CONDOMINIUM","2020 Lofts"
"907","1200 S STREET NW",20009,NA,"36","Yes",38.90105036,-77.04721438,"DISTRICT OF COLUMBIA","Garrison Elementary School"
"908","1630 VERMONT AVENUE NW",20009,NA,"17","No",38.90167439,-77.03242402,"VERMONT AVENUE BAPTIST CHURCH","Vermont Avenue Baptist Church"
"909","1325 13TH STREET NW",20005,1875,"66","No",38.83601892,-77.00507647,"THE IOWA CONDO","Iowa Condominium"
"910","1221 M STREET NW",20005,NA,"66","No",38.90614096,-77.04710098,"DISTRICT OF COLUMBIA","Claridge Towers"
"911","1220 12TH STREET NW",20005,1972,"66","Yes",38.82321816,-77.006846,"KING HOUSING LLC","King Housing LLC"
"912","1245 13TH STREET NW",20005,1981,"66","No",38.89992224,-76.99659086,"LOGAN PARK CONDO","Logan Park Condominium"
"913","1221 MASSACHUSETTS AVENUE NW",20005,1965,"66","Yes",38.89286209,-77.04149364,"CAMBRIDGE APARTMENTS LIMITED PARTNERSHIP","Cambridge Apartments"
"914","1170 12TH STREET NW",20005,1963,"66","No",38.89949027,-77.00394051,"DISTRICT OF COLUMBIA","Horizon House"
"915","1210 MASSACHUSETTS AVENUE NW",20005,1920,"66","Yes",38.91824229,-77.04782632,"EQR/JBG 12TH & MASS LLC","1210 Massachusetts Avenue - 19221"
"916","1234 MASSACHUSETTS AVENUE NW",20005,1969,"66","Yes",38.89070127,-76.93343436,"MASS HOUSE LLC","Zen Apollo"
"917","1220 L STREET NW",20005,1982,"71","Yes",38.902934,-77.03052293,"13TH AND L ASSOCIATES","1220 L Street"
"918","1275 K STREET NW",20005,1938,"71","Yes",38.92533831,-77.0802863,"METRO K LLC","1275 K Street"
"919","1213 K ST NW",20005,1941,"54","Yes",38.95016452,-77.07777801,"PACIFIC WASHINGTON DC CORPORATION","Eaton DC"
"920","1200 L STREET NW",20005,1911,"36","No",38.90045383,-77.01553098,"DISTRICT OF COLUMBIA","Thomson Elementary School"
"921","1225 I STREET NW",20005,1985,"71","Yes",38.90626193,-77.04092129,"1225 EYE STREET NW ASSOCIATES LLC","1225 Eye Street"
"922","1201 I STREET NW",20005,2001,"71","Yes",38.91717747,-77.04427269,"1215 I STREET NW ASSOCS LTD PARTNERSHIP","1201 Eye Street"
"923","1200 K STREET NW",20005,1991,"71","Yes",38.95695569,-77.03213455,"TRIZECHAHN WATERGATE OFFICE/RETAIL/LAND LLC","1200 K Street"
"924","925 13TH STREET NW",20005,1890,"Under Review","Under Review",38.90336279,-77.00840628,"DISTRICT OF COLUMBIA","Former Franklin School and Shelter"
"925","1250 I STREET NW",20005,1982,"71","Yes",38.92937485,-77.01439598,"1250 EYE STREET OWNER LLC","1250 Eye Street"
"926","1201 NEW YORK AVENUE NW",20005,1993,"71","Yes",38.94259247,-77.0761974,"1201-1225 NEW YORK AVE SPE LLC","1201& 1225  New York Ave."
"927","1200 NEW YORK AVENUE NW",20005,1995,"71","Yes",38.92319369,-77.07898262,"AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE","1200 New York Avenue NW (AAAS)"
"928","1250 NEW YORK AVENUE NW",20005,1907,"229.4","No",38.90103373,-77.04047445,"NATIONAL MUSEUM WOMEN IN ARTS","National Museum of Women in the Arts"
"929","1212 NEW YORK AVENUE NW",20005,1987,"71","No",38.89784493,-77.01947443,"JAGUAR PROPERTIES LLC","1212 New York Avenue NW"
"930","1250 H STREET NW",20005,1991,"71","No",38.90404266,-77.04389077,"HUB PROPERTIES TRUST","Herald Square - 1250 H Street N.W."
"931","722 12TH ST NW",20005,1902,"71","No",38.91024438,-77.03342801,"JEMAL'S C & P LLC","Jemal's C&P LLC"
"932","700 12TH STREET NW",20005,2003,"71","No",38.93001603,-77.07680847,"JAMESTOWN PREMIER ONE METRO CENTER CORP","One Metro Center"
"933","1201 G STREET NW",20005,1985,"64","Yes",38.92999396,-77.03702994,"MACY'S RETAIL HOLDINGS INC","(71068A) METRO CENTER Macy's"
"934","607 13TH STREET NW",20005,1990,"71","No",38.90358321,-77.01574321,"S KANN SONS COMPANY","0601 Thirteenth Street NW (Homer)"
"935","1200 G STREET NW",20005,1991,"71","No",38.93052439,-77.07950062,"12TH & G STREETS ASSOCIATES","1200 G Street, NW"
"936","1201 F STREET NW",20004,2000,"71","No",38.90454732,-77.01798188,"1201 F STREET LLC","1201 F St"
"937","501 13TH STREET NW",20004,1991,"71","Yes",38.82881463,-77.00870867,"SPUS8 WARNER LP","The Warner Building"
"938","1201 PENNSYLVANIA AVENUE NW",20004,1980,"71","No",38.91752069,-77.03553896,"1201 LAND LP","1201 Pennsylvania Ave."
"939","1330 MARYLAND AVENUE SW",20024,2003,"54","Yes",38.92982577,-76.95991582,"PORTALS HOTEL SITE LLC","Mandarin Oriental Hotel"
"940","1236 MARYLAND AVENUE SW",20024,1991,"71","No",38.92039943,-76.95039149,"GCCFC 2006-GG7 MARYLAND AVENUE SOUTHWEST LLC","Portals I - 1250/1280 Maryland Ave"
"941","445 12TH STREET SW",20554,1998,"71","Yes",38.89853976,-77.04049621,"PARCEL 49C LIMITED PARTNERSHIP","Portals II"
"942","2201 12TH STREET NW",20009,2007,"66","No",38.87816003,-77.00644503,"NATIONAL HISPANIC COUNCIL ON AGING","Casa Iris Apartments"
"943","2001 12TH STREET NW",20009,2000,"66","Yes",38.90284494,-77.04562821,"THE LINCOLN CONDO","Lincoln Condominium"
"944","1112 M STREET NW",20005,1965,"66","Yes",38.90289019,-77.03689297,"WEST MADISON A CORPORATION","M Street Towers"
"945","1112 11TH STREET NW",20001,1965,"66","No",38.85242445,-76.98029391,"MASS PLACE APARTMENTS LLC","Mass Place Apartments: Mass Place"
"946","1100 L STREET NW",20005,1969,"71","Yes",38.90340198,-77.03421729,"12TH & L STREETS LTD PARTNERSHIP","1100L"
"947","1101 NEW YORK AVENUE NW",20005,2007,"71","Yes",38.90129422,-76.95211544,"1101 NYA OWNER DE LLC","1101 New York Ave"
"948","1150 K STREET NW",20005,2005,"66","Yes",38.87555743,-77.00857516,"1150 K STREET CONDOMINIUM","1150 K St Condominium"
"949","1110 NEW YORK AVENUE NW",20005,1991,"71","Yes",38.85762353,-76.99549605,"AZ JH REIT DC LP","1100 New York Avenue"
"950","775 12TH STREET NW",20005,1989,"54","Yes",38.89334039,-77.0130239,"HMC RETIREMENT PROPERTIES LTD PARTNERSHIP","33721-Washington Metro Center"
